"Iso Code","Language Name"
juy,"Juray"
dso,"Desiya"
ndd,"Nde-Nsele-Nta"
ich,"Etkywan"
bkc,"Baka"
lez,"Lezgi"
lsh,"Lish"
mig,"Mixtec, San Miguel el Grande"
bdi,"Burun"
buu,"Budu"
ktn,"Karitiâna"
lbo,"Laven"
spn,"Sanapaná"
kgj,"Kham, Gamal"
kky,"Guugu Yimidhirr"
bjj,"Kanauji"
hve,"Huave, San Dionisio del Mar"
ghs,"Guhu-Samane"
vav,"Varli"
pih,"Pitcairn-Norfolk"
pcg,"Paniya"
ldj,"Lemoro"
brr,"Birao"
emn,"Eman"
lhl,"Lohar, Lahul"
pnc,"Pannei"
mnl,"Tiale"
ncq,"Katang, Northern"
xac,"Kachari"
xsn,"Sanga"
muz,"Mursi"
gwd,"Ale"
saf,"Safaliba"
dir,"Dirim"
dmg,"Kinabatangan, Upper"
isu,"Isu"
tpq,"Kinnauri, Chhoyul"
yuf,"Havasupai-Walapai-Yavapai"
oub,"Glio-Oubi"
ngn,"Ngwo"
fai,"Faiwol"
moi,"Mboi"
muo,"Mubako"
cih,"Chinali"
wew,"Wejewa"
luj,"Luna"
lkh,"Lakha"
wti,"Berta"
mse,"Musey"
bwo,"Borna"
nxr,"Ninggerum"
gru,"Kistane"
wiu,"Witu"
ndr,"Ndoola"
kmo,"Kwoma"
ksm,"Kumba"
ggb,"Gbii"
tqu,"Touo"
gia,"Kija"
aol,"Alor"
ute,"Ute-Southern Paiute"
xtj,"Mixtec, San Juan Teita"
khj,"Kuturmi"
bvh,"Bure"
kwc,"Likwala"
doz,"Dorze"
kga,"Koyaga"
cqd,"Miao, Chuanqiandian Cluster"
cjv,"Chuave"
hmb,"Songhay, Humburi Senni"
nac,"Narak"
iws,"Iwam, Sepik"
kxw,"Konai"
kmy,"Koma"
tww,"Tuwari"
arg,"Aragonese"
tig,"Tigré"
irx,"Kamberau"
ktv,"Katu, Eastern"
cdh,"Chambeali"
tis,"Itneg, Masadiit"
yeu,"Yerukula"
nzy,"Nzakambay"
drg,"Rungus"
wau,"Waurá"
mln,"Malango"
rmb,"Rembarrnga"
ldb,"Duya"
mjs,"Miship"
baw,"Bambili-Bambui"
dmo,"Kemedzung"
qxs,"Qiang, Southern"
kjq,"Keres, Western"
kwa,"Dâw"
azo,"Awing"
cjk,"Chokwe"
jeh,"Jeh"
drs,"Gedeo"
arh,"Arhuaco"
zdj,"Comorian, Ngazidja"
yaq,"Yaqui"
gyz,"Gyaazi"
fir,"Firan"
hbn,"Heiban"
ayb,"Gbe, Ayizo"
yde,"Yangum Dey"
gby,"Gbari"
byc,"Ubaghara"
bac,"Badui"
nhb,"Beng"
nms,"Letemboi"
pll,"Palaung, Shwe"
bwe,"Karen, Bwe"
ibb,"Ibibio"
agl,"Fembe"
nnp,"Naga, Wancho"
wmd,"Mamaindê"
kmt,"Kemtuik"
wja,"Waja"
bol,"Bole"
bhf,"Odiai"
xty,"Mixtec, Yoloxóchitl"
sgz,"Sursurunga"
apj,"Apache, Jicarilla"
drd,"Darmiya"
mqu,"Mandari"
brd,"Baram"
oym,"Wayampi"
uis,"Uisai"
eot,"Beti"
zpk,"Zapotec, Tlacolulita"
lbn,"Rmeet"
nqg,"Nago, Southern"
sme,"Saami, North"
zaz,"Zari"
sen,"Sénoufo, Nanerigé"
pca,"Popoloca, Santa Inés Ahuatempan"
biz,"Baloi"
brb,"Brao"
ppo,"Folopa"
amb,"Ambo"
krx,"Karon"
kwn,"Kwangali"
yiq,"Miqie"
gmb,"Gula’alaa"
res,"Reshe"
plc,"Palawano, Central"
bab,"Bainouk-Gunyuño"
kvb,"Kubu"
ymk,"Makwe"
nxk,"Naga, Kokak"
nut,"Nung"
dio,"Dibo"
tva,"Vaghua"
aez,"Aeka"
aoe,"Angal Enen"
bqh,"Baima"
otx,"Otomi, Texcatepec"
gdf,"Guduf-Gava"
mfl,"Putai"
adl,"Adi, Galo"
yay,"Agwagwune"
gas,"Garasia, Adiwasi"
aio,"Aiton"
tkx,"Tangko"
brf,"Bira"
usi,"Usoi"
vmz,"Mazatec, Mazatlán"
hru,"Hruso"
nja,"Nzanyi"
mfn,"Mbembe, Cross River"
ekr,"Yace"
nud,"Gala"
otr,"Otoro"
fie,"Fyer"
kwe,"Kwerba"
mgb,"Mararit"
yno,"Yong"
bef,"Benabena"
nux,"Mehek"
sto,"Stoney"
fqs,"Momu"
sbn,"Sindhi Bhil"
liq,"Libido"
jbm,"Bijim"
bfh,"Blafe"
isi,"Nkem-Nkum"
vig,"Viemo"
heg,"Helong"
kvl,"Kayaw"
thz,"Tamajeq, Tayart"
rin,"Nungu"
nco,"Sibe"
siw,"Motuna"
vmc,"Mixtec, Juxtlahuaca"
lev,"Pantar, Western"
mvn,"Minaveha"
tpl,"Me’phaa, Tlacoapa"
uiv,"Iyive"
pua,"Purepecha, Western Highland"
rnd,"Ruund"
cjm,"Cham, Eastern"
sym,"Samo, Maya"
bbt,"Mburku"
gvn,"Kuku-Yalanji"
kbx,"Ap Ma"
nsm,"Naga, Sumi"
bys,"Burak"
tlf,"Telefol"
mzq,"Mori Atas"
pck,"Chin, Paite"
hoo,"Holoholo"
wrm,"Warumungu"
tek,"Teke, Ibali"
zkr,"Zakhring"
ywl,"Lalu, Western"
mjw,"Karbi"
kmn,"Awtuw"
khs,"Kasua"
bnj,"Bangon"
mfd,"Mendankwe-Nkwen"
pqa,"Pa’a"
swo,"Shanenawa"
los,"Loniu"
nma,"Naga, Maram"
dgz,"Daga"
stj,"Samo, Matya"
ayu,"Ayu"
mxs,"Mixtec, Huitepec"
bpn,"Dzao Min"
tlx,"Khehek"
nbn,"Kuri"
ynq,"Yendang"
grh,"Tugbiri-Niragu"
juo,"Jiba"
amu,"Amuzgo, Guerrero"
myw,"Muyuw"
ybj,"Hasha"
hio,"Tshuwau"
kix,"Naga, Khiamniungan"
pma,"Paama"
bej,"Bedawiyet"
dni,"Dani, Lower Grand Valley"
naq,"Khoekhoe"
mrq,"Marquesan, North"
mrn,"Cheke Holo"
dgh,"Dghwede"
bau,"Mbat"
ite,"Itene"
crw,"Chrau"
ndb,"Kenswei Nsei"
nuk,"Nuu-chah-nulth"
dnd,"Daonda"
nlu,"Nchumbulu"
sge,"Segai"
can,"Chambri"
sre,"Bakati’, Sara"
kfr,"Kacchi"
hul,"Vula’a"
kid,"Koshin"
cyo,"Cuyonon"
ykm,"Kap"
ktm,"Kurti"
bsf,"Bauchi"
pio,"Piapoco"
kkc,"Odoodee"
thm,"Aheu"
xkn,"Kayan, Kayan River"
gfk,"Patpatar"
gel,"ut-Ma’in"
bsh,"Kati"
pmq,"Pame, Northern"
bfj,"Bafanji"
xwg,"Kwegu"
sng,"Sanga"
szp,"Suabo"
fvr,"Fur"
zwa,"Zay"
svs,"Savosavo"
chw,"Chuwabu"
nlv,"Nahuatl, Orizaba"
bsp,"Baga Sitemu"
bdl,"Bajau, Indonesian"
khy,"Kele"
ito,"Itonama"
naj,"Nalu"
bdd,"Bunama"
emb,"Embaloh"
zps,"Zapotec, Coatlán"
kee,"Keres, Eastern"
ukw,"Ukwuani-Aboh-Ndoni"
ldm,"Landoma"
duw,"Dusun Witu"
mxp,"Mixe, Tlahuitoltepec"
zln,"Zhuang, Lianshan"
zns,"Mangas"
blf,"Buol"
ksn,"Kasiguranin"
prm,"Kibiri"
lmd,"Lumun"
lop,"Lopa"
yev,"Yeri"
kwk,"Kwakwala"
tcp,"Chin, Tawr"
int,"Intha"
clj,"Chin, Laitu"
jit,"Jita"
mgc,"Morokodo"
ags,"Esimbi"
tvu,"Tunen"
ghk,"Karen, Geko"
hue,"Huave, San Francisco del Mar"
kkn,"Kon Keu"
pbm,"Mazatec, Puebla and Northeastern"
snl,"Sangil"
jkp,"Karen, Paku"
yrk,"Nenets"
ciw,"Chippewa"
mlf,"Mal"
pym,"Pyam"
vrs,"Varisi"
nnd,"Ambae, West"
akg,"Anakalangu"
udi,"Udi"
kys,"Kayan, Baram"
lky,"Lokoya"
bui,"Bongili"
zkd,"Kadu"
ihp,"Iha"
cdr,"Kamuku"
anj,"Anor"
ndm,"Ndam"
lga,"Lungga"
hmw,"Miao, Western Mashan"
zkn,"Kanan"
bpz,"Bilba"
taw,"Tay"
mez,"Menominee"
wuv,"Wuvulu-Aua"
mkk,"Byep"
aki,"Aiome"
gue,"Gurindji"
bse,"Wushi"
dsq,"Tadaksahak"
spt,"Spiti Bhoti"
hoj,"Haroti"
aom,"Ömie"
mdt,"Mbere"
nbb,"Ndoe"
ape,"Bukiyip"
eky,"Kayah, Eastern"
itd,"Tidung, Southern"
mcc,"Bitur"
kzi,"Kelabit"
bhq,"Tukang Besi South"
dia,"Dia"
asb,"Assiniboine"
wyy,"Fijian, Western"
nna,"Nyangumarta"
twx,"Tewe"
mlq,"Maninkakan, Western"
uta,"Itang"
hmz,"Sinicized Miao"
aof,"Bragat"
rue,"Rusyn"
pbs,"Pame, Central"
kio,"Kiowa"
tdn,"Tondano"
snm,"Ma’di, Southern"
cod,"Kukama-Kukamiria"
cde,"Chenchu"
ppl,"Nahuat"
tdg,"Tamang, Western"
jmb,"Zumbun"
eit,"Eitiep"
wni,"Comorian, Ndzwani"
tlp,"Totonac, Filomena Mata-Coahuitlán"
ilk,"Bogkalot"
nri,"Naga, Chokri"
kyv,"Kewat"
scs,"Slavey, North"
kji,"Zabana"
tku,"Totonac, Upper Necaxa"
byp,"Bumaji"
xkt,"Kantosi"
kcc,"Lubila"
yuq,"Yuqui"
cho,"Choctaw"
hot,"Malei"
kku,"Tumi"
bmi,"Bagirmi"
wlc,"Comorian, Mwali"
auu,"Auye"
wle,"Wolane"
mmm,"Maii"
cdo,"Chinese, Min Dong"
nez,"Nez Perce"
ukp,"Bukpe"
kwo,"Kwomtari"
zpx,"Zapotec, San Baltazar Loxicha"
mlv,"Mwotlap"
ppm,"Papuma"
bqr,"Burusu"
wut,"Wutung"
tji,"Tujia, Northern"
bbq,"Bamali"
ttk,"Totoro"
ets,"Etsako"
yin,"Riang Lai"
gim,"Gimi"
kow,"Kugama"
ksa,"Shuwa-Zamani"
git,"Gitxsan"
erk,"Efate, South"
vmx,"Mixtec, Tamazola"
duv,"Duvle"
bgf,"Bangandu"
wms,"Wambon"
isd,"Isnag"
pmx,"Naga, Poumai"
doy,"Dompo"
nak,"Nakanai"
bze,"Bozo, Jenaama"
gis,"Giziga, North"
miu,"Mixtec, Cacaloxtepec"
bzu,"Burmeso"
ckx,"Caka"
duu,"Drung"
jmr,"Kamara"
lur,"Laura"
wlw,"Walak"
rar,"Cook Islands Maori"
osi,"Osing"
mmd,"Maonan"
kmm,"Kom"
kvr,"Kerinci"
ncr,"Nchane"
for,"Fore"
bgn,"Balochi, Western"
gnm,"Ginuman"
alx,"Amol"
xks,"Kumbewaha"
lkn,"Lakon"
mbl,"Maxakalí"
bri,"Mokpwe"
mov,"Mohave"
pot,"Potawatomi"
pnu,"Bunu, Jiongnai"
djm,"Dogon, Jamsay"
ula,"Fungwa"
nnj,"Nyangatom"
ybl,"Yukuben"
aab,"Arum"
has,"Haisla"
alh,"Alawa"
mea,"Menka"
pum,"Puma"
spo,"Spokane"
cyb,"Cayubaba"
nbh,"Ngamo"
ont,"Ontenu"
ahp,"Aizi, Aproumu"
bpy,"Bishnupuriya"
utr,"Etulo"
auk,"Heiyoho"
bdb,"Basap"
klo,"Kapya"
nrf,"Guernésiais"
tmn,"Taman"
mvo,"Marovo"
kla,"Klamath-Modoc"
jnl,"Rawat"
jad,"Jahanka"
hrm,"Miao, Horned"
hoa,"Hoava"
mus,"Muskogee"
dna,"Dani, Upper Grand Valley"
btg,"Bété, Gagnoa"
ngs,"Gvoko"
lmu,"Lamenu"
add,"Lidzonka"
pha,"Pa-Hng"
kvq,"Karen, Geba"
pch,"Pardhan"
bgs,"Tagabawa"
nir,"Nimboran"
bcy,"Bacama"
var,"Huarijío"
sjo,"Xibe"
jle,"Ngile"
cuv,"Cuvok"
smf,"Auwe"
cnq,"Chung"
bhh,"Bukharic"
dox,"Mositacha"
ior,"Inor"
oma,"Omaha-Ponca"
abz,"Abui"
kza,"Karaboro, Western"
rbb,"Palaung, Rumai"
bfq,"Badaga"
kht,"Khamti"
sps,"Saposa"
syk,"Sukur"
slp,"Lamaholot"
jax,"Malay, Jambi"
byo,"Biyo"
qvj,"Quichua, Loja Highland"
bnx,"Bangubangu"
ngw,"Ngwaba"
krf,"Koro"
loa,"Loloda"
cox,"Nanti"
wwo,"Dorig"
akc,"Mpur"
kal,"Greenlandic"
siu,"Sinagen"
aqm,"Atohwaim"
rmt,"Domari"
nhn,"Nahuatl, Central"
jum,"Jumjum"
nix,"Hema"
ncg,"Nisga’a"
ccl,"Cutchi-Swahili"
kvu,"Yinbaw"
tnb,"Tunebo, Western"
cpx,"Chinese, Pu-Xian"
kgo,"Krongo"
nxd,"Ngando"
coj,"Cochimi"
grx,"Muno"
bfs,"Bai, Southern"
cov,"Cao Miao"
cbj,"Ede Cabe"
loh,"Narim"
iry,"Iraya"
cky,"Cakfem-Mushere"
bsn,"Barasana-Eduria"
xkv,"Kgalagadi"
itz,"Itza’"
tgc,"Tigak"
boh,"Boma"
mck,"Mbunda"
ccg,"Samba Daka"
piy,"Piya-Kwonci"
how,"Honi"
pwm,"Molbog"
tds,"Doutai"
ldg,"Lenyima"
csa,"Chinantec, Chiltepec"
cbk,"Chavacano"
ibl,"Ibaloi"
kql,"Kyenele"
smq,"Samo"
uya,"Doko-Uyanga"
tkd,"Tukudede"
cry,"Kyoli"
clk,"Idu-Mishmi"
cut,"Cuicatec, Teutila"
apm,"Apache, Mescalero-Chiricahua"
bya,"Batak"
nyi,"Ama"
nih,"Nyiha, Tanzania"
hbb,"Nya Huba"
huc,"ǂ’Amkhoe"
cdi,"Chodri"
rhp,"Yahang"
bcj,"Bardi"
pei,"Chichimeco-Jonaz"
gdl,"Dirasha"
emg,"Mewahang, Eastern"
mmz,"Mabaale"
afo,"Ajiri"
bhs,"Buwal"
lht,"Lo-Toga"
ktp,"Kaduo"
xns,"Kanashi"
sjb,"Sajau Basap"
pow,"Popoloca, San Felipe Otlaltepec"
rad,"Rade"
gut,"Maléku Jaíka"
vam,"Dumo"
kis,"Kis"
bet,"Bété, Guiberoua"
lva,"Makuva"
zoc,"Zoque, Copainalá"
goa,"Guro"
bkg,"Buraka"
yae,"Pumé"
won,"Wongo"
gpa,"Gupa-Abawa"
sde,"Vori"
mls,"Masalit"
jiu,"Jinuo, Youle"
bmd,"Baga Manduri"
czt,"Chin, Zotung"
tvn,"Tavoyan"
zng,"Mang"
ijj,"Ede Ije"
dms,"Dampelas"
mlw,"Moloko"
wow,"Wawonii"
png,"Pangu"
ikw,"Ikwere"
dtb,"Kadazan, Labuk-Kinabatangan"
bey,"Beli"
ntu,"Natügu"
sua,"Sulka"
kcx,"Kachama-Ganjule"
ekl,"Kol"
mhp,"Malay, Balinese"
slz,"Ma’ya"
skt,"Sakata"
dez,"Dengese"
ogc,"Ogbah"
byz,"Waran"
yui,"Wajiara"
kdx,"Kam"
erh,"Eruwa"
atp,"Atta, Pudtol"
qws,"Quechua, Sihuas Ancash"
ale,"Aleut"
lcm,"Tungag"
pbp,"Badyara"
anc,"Ngas"
khl,"Lusi"
mkc,"Siliput"
knm,"Kanamarí"
yah,"Yazgulyam"
hml,"Miao, Luopohe"
mfb,"Bangka"
mxl,"Gbe, Maxi"
lgt,"Pahi"
das,"Daho-Doo"
njo,"Naga, Ao"
iar,"Purari"
nou,"Ewage-Notu"
moh,"Mohawk"
tvl,"Tuvaluan"
yuy,"Yugur, East"
kvt,"Lahta"
sku,"Sakao"
hra,"Hrangkhol"
nka,"Nkoya"
crx,"Carrier"
tif,"Tifal"
pia,"Pima Bajo"
ppi,"Paipai"
nbp,"Nnam"
btm,"Batak Mandailing"
jya,"Jiarong"
mxd,"Modang"
psn,"Panasuan"
puc,"Punan Merap"
tty,"Sikaritai"
mzb,"Tumzabt"
zmb,"Zimba"
kdu,"Kadaru"
nnz,"Nda’nda’"
nmb,"V’ënen Taut"
tcd,"Tafi"
weh,"Weh"
jni,"Janji"
txn,"Tarangan, West"
pem,"Phende"
xod,"Kokoda"
byj,"Bina"
bpw,"Bo"
bbf,"Baibai"
sol,"Solos"
mmc,"Mazahua, Michoacán"
pta,"Pai Tavytera"
khc,"Tukang Besi North"
nau,"Nauruan"
llu,"Lau"
pnz,"Pana"
kuy,"Kuuku-Ya’u"
wbq,"Waddar"
wud,"Wudu"
mbi,"Manobo, Ilianen"
ikt,"Inuinnaqtun"
bhp,"Bima"
mdj,"Mangbetu"
swj,"Sira"
xom,"Komo"
rir,"Ribun"
sbr,"Murut, Sembakung"
tfn,"Tanaina"
pwa,"Pawaia"
msw,"Mansoanka"
zpn,"Zapotec, Santa Inés Yatzechi"
rkm,"Marka"
aun,"One, Molmo"
mxa,"Mixtec, Northwest Oaxaca"
abr,"Abron"
bxs,"Busam"
bly,"Notre"
gro,"Groma"
mvz,"Mesqan"
yum,"Quechan"
nxg,"Ngad’a"
akw,"Akwa"
kmp,"Gimme"
kfh,"Kurichiya"
ged,"Gade"
yuj,"Karkar-Yuri"
hwo,"Hwana"
pkt,"Maleng"
agc,"Agatu"
mgi,"Migili"
akt,"Akolet"
bkw,"Bekwel"
dun,"Dusun Deyah"
mrh,"Chin, Mara"
dgd,"Dagaari Dioula"
kci,"Kamantan"
yak,"Yakama"
kch,"Vono"
bxq,"Beele"
chx,"Chantyal"
gra,"Garasia, Rajput"
kih,"Kilmeri"
ono,"Onondaga"
adn,"Adang"
aug,"Aguna"
bqt,"Bamukumbit"
mum,"Maiwala"
atu,"Reel"
hop,"Hopi"
bhy,"Bhele"
zms,"Mbesa"
prx,"Purig"
bjp,"Fanamaket"
odu,"Odual"
azd,"Nahuatl, Eastern Durango"
bje,"Biao-Jiao Mien"
mct,"Mengisa"
njm,"Naga, Angami"
liu,"Logorik"
pwn,"Paiwan"
mav,"Sateré-Mawé"
gnu,"Gnau"
jub,"Wannu"
sez,"Chin, Senthang"
mgg,"Mpumpong"
ost,"Osatu"
vkl,"Kulisusu"
kbj,"Kari"
bag,"Tuki"
bjt,"Balanta-Ganja"
mkf,"Miya"
ngi,"Ngizim"
mds,"Maria"
gvf,"Golin"
thd,"Kuuk Thayorre"
rau,"Raute"
sse,"Sama, Balangingih"
nhz,"Nahuatl, Santa María la Alta"
cvn,"Chinantec, Valle Nacional"
nba,"Nyemba"
hnd,"Hindko, Southern"
nbi,"Naga, Mao"
bil,"Bille"
xmh,"Kugu-Muminh"
bip,"Bila"
zhi,"Zhire"
aal,"Afade"
mfg,"Mogofin"
wan,"Wan"
kkf,"Monpa, Kalaktang"
nyq,"Nayini"
ors,"Orang Seletar"
bbp,"Banda, West Central"
yle,"Yélî Dnye"
taz,"Tocho"
dri,"C’Lela"
nbv,"Ngamambo"
mqg,"Malay, Kota Bangun Kutai"
mdu,"Mboko"
aty,"Aneityum"
mbq,"Maisin"
hav,"Havu"
ner,"Yahadian"
glw,"Glavda"
nyb,"Nyangbo"
clt,"Chin, Lautu"
jiy,"Jinuo, Buyuan"
qxa,"Quechua, Chiquián"
win,"Ho-Chunk"
chr,"Cherokee"
vkn,"Koro Nulu"
quv,"Sakapulteko"
wrs,"Waris"
nit,"Kolami, Southeastern"
ver,"Verre"
nmk,"Namakura"
czh,"Chinese, Huizhou"
wrp,"Waropen"
mmx,"Madak"
yis,"Yis"
kce,"Kaivi"
ddg,"Fataluku"
sle,"Sholaga"
ega,"Ega"
jnd,"Jandavra"
kxx,"Likuba"
kna,"Dera"
yer,"Tarok"
amm,"Sawiyanu"
onn,"Onobasulu"
tce,"Tutchone, Southern"
buh,"Bunu, Younuo"
sst,"Sinasina"
wsk,"Waskia"
dln,"Darlong"
teq,"Temein"
org,"Oring"
cfg,"Karimjo"
nce,"Yale"
lgq,"Logba"
yif,"Ache"
kfo,"Koro"
jog,"Jogi"
nkx,"Nkoroo"
asr,"Asuri"
ktc,"Kholok"
gbz,"Dari, Zoroastrian"
kvy,"Yintale"
kvv,"Kola"
oia,"Oirata"
rdb,"Rudbari"
ymb,"Yambes"
sad,"Sandawe"
ntk,"Ikoma-Nata-Isenye"
dru,"Rukai"
bjh,"Bahinemo"
ywa,"Kalou"
nmc,"Ngam"
nat,"Cahungwarya"
ato,"Atong"
liw,"Col"
qux,"Quechua, Yauyos"
shw,"Shwai"
cfd,"Cara"
pip,"Pero"
zts,"Zapotec, Tilquiapan"
mcs,"Mambai"
sgi,"Nizaa"
mhl,"Mauwake"
ndu,"Dugun"
bqa,"Tchumbuli"
bqo,"Balo"
buz,"Bukwen"
fak,"Fang"
tii,"Tiene"
gvp,"Gavião, Pará"
kmh,"Kalam"
xkc,"Kho’ini"
max,"Malay, North Moluccan"
phl,"Palula"
gbg,"Gbanziri"
zag,"Zaghawa"
trf,"Trinidadian English Creole"
weo,"Wemale"
geg,"Gengle"
kxb,"Krobu"
pru,"Puragi"
kie,"Kibet"
mpn,"Mindiri"
mhz,"Mor"
gbh,"Gbe, Defi"
gbr,"Gbagyi"
tmy,"Tami"
rey,"Reyesano"
kpj,"Karajá"
nap,"Napoletano-Calabrese"
lgu,"Longgu"
bye,"Pouye"
tml,"Citak, Tamnim"
kpw,"Kobon"
kfa,"Kodava"
iyx,"Yaka"
twy,"Tawoyan"
sed,"Sedang"
bdm,"Buduma"
plg,"Pilagá"
buo,"Terei"
aww,"Awun"
yyu,"Yau"
cld,"Chaldean Neo-Aramaic"
xmg,"Mengaka"
pku,"Paku"
xkg,"Kagoro"
caq,"Nicobarese, Car"
kmq,"Gwama"
lel,"Lele"
gqa,"Ga’anda"
tfi,"Gbe, Tofin"
mml,"Man Met"
nxa,"Nauete"
tdk,"Rom"
kbv,"Dla"
bgv,"Warkay-Bipim"
bbw,"Supapya"
kvm,"Kendem"
aku,"Akum"
ert,"Eritai"
jdg,"Jadgali"
gow,"Gorowa"
doo,"Dongo"
jeb,"Jebero"
stf,"Seta"
nid,"Ngandi"
mqx,"Mamuju"
mta,"Manobo, Cotabato"
she,"Sheko"
mfm,"Marghi South"
jei,"Yei"
deg,"Degema"
gcf,"Guadeloupean French Creole"
bxb,"Belanda Bor"
mut,"Muria, Western"
diw,"Dinka, Northwestern"
nqy,"Naga, Akyaung Ari"
sop,"Songe"
kny,"Kanyok"
lse,"Lusengo"
ahg,"Qimant"
opa,"Okpamheri"
hah,"Hahon"
daq,"Maria, Dandami"
hac,"Gurani"
klg,"Tagakaulo"
kqi,"Koita"
slx,"Salampasu"
ots,"Otomí, Estado de México"
tru,"Turoyo"
sxw,"Gbe, Saxwe"
dij,"Dai"
aog,"Angoram"
kcr,"Katla"
agf,"Arguni"
alq,"Algonquin"
raf,"Mewahang, Western"
mij,"Mungbam"
gdu,"Gudu"
wgi,"Wahgi"
bbu,"Kulung"
ndo,"Ndonga"
mma,"Mama"
tal,"Tal"
odk,"Oadki"
etr,"Edolo"
umu,"Munsee"
kjs,"Kewapi, East"
bvm,"Bamunka"
jqr,"Jaqaru"
kfm,"Khunsari"
tbp,"Diebroud"
ems,"Yupik, Pacific Gulf"
kcq,"Kamo"
ruy,"Mala"
nng,"Naga, Maring"
jns,"Jaunsari"
sbk,"Safwa"
wji,"Warji"
sbz,"Sara Kaba"
bhl,"Bimin"
auy,"Awiyaana"
txt,"Citak"
nof,"Nomane"
cll,"Chala"
pak,"Parakanã"
tli,"Tlingit"
kqo,"Krahn, Eastern"
kbz,"Duhwa"
mbx,"Mari"
xrw,"Karawa"
crj,"Cree, Southern East"
jaq,"Yaqay"
pbn,"Kpasham"
dbi,"Doka"
kod,"Kodi"
bjk,"Barok"
syb,"Subanen, Central"
nyh,"Nyikina"
kfd,"Koraga, Korra"
mtk,"Mbo’"
mbd,"Manobo, Dibabawon"
jgk,"Gwak"
mmp,"Siawi"
uba,"Ubang"
kxh,"Karo"
tov,"Taromi, Upper"
buk,"Bugawac"
abn,"Abua"
kbh,"Camsá"
slc,"Sáliba"
knt,"Katukína, Panoan"
rwa,"Rawo"
kyk,"Kamayo"
kli,"Kalumpang"
klq,"Rumu"
iqu,"Iquitu"
jku,"Labir"
bga,"Gwamhi-Wuri"
amo,"Amo"
gou,"Gavar"
kdz,"Kwaja"
nzm,"Naga, Zeme"
mgk,"Mawes"
sjr,"Siar-Lak"
aqg,"Arigidi"
ghl,"Ghulfan"
oso,"Ososo"
rei,"Reli"
tiw,"Tiwi"
kdq,"Koch"
zbu,"Bu"
wem,"Gbe, Weme"
gig,"Goaria"
tsw,"Tsishingini"
gmz,"Mgbolizhia"
mfo,"Mbe"
anw,"Anaang"
mtu,"Mixtec, Tututepec"
ahb,"Axamb"
bub,"Bua"
jru,"Japreria"
ryu,"Okinawan, Central"
nuo,"Nguôn"
kdm,"Gyong"
due,"Agta, Umiray Dumaget"
boo,"Bozo, Tiemacèwè"
vmm,"Mixtec, Mitlatongo"
ydg,"Yadgha"
adz,"Adzera"
yaf,"Yaka"
mep,"Miriwoong"
kip,"Kham, Sheshi"
bvw,"Boga"
mqh,"Mixtec, Tlazoyaltepec"
bmj,"Bote"
dih,"Kumiai"
cib,"Gbe, Ci"
ggg,"Gurgula"
ldq,"Lufu"
scv,"Sheni"
siy,"Sivandi"
ktf,"Kwami"
gew,"Gera"
lan,"Laru"
kks,"Giiwo"
fun,"Iatê"
dtm,"Dogon, Tomo Kan"
thp,"Thompson"
gye,"Gyem"
zaf,"Zapotec, Ayoquesco"
kcs,"Koenoem"
yap,"Yapese"
bnv,"Beneraf"
src,"Sardinian, Logudorese"
brq,"Breri"
frc,"French, Cajun"
elk,"Elkei"
aad,"Amal"
kqj,"Koromira"
ael,"Ambele"
mku,"Maninka, Konyanka"
otm,"Otomi, Eastern Highland"
ldp,"Tso"
dbd,"Dadiya"
ttm,"Tutchone, Northern"
nen,"Nengone"
bit,"Berinomo"
wca,"Yanomámi"
jig,"Jingulu"
wss,"Wasa"
huh,"Huilliche"
xti,"Mixtec, Sinicahua"
nhv,"Nahuatl, Temascaltepec"
smy,"Semnani"
tak,"Tala"
hch,"Huichol"
kqa,"Mum"
spm,"Akukem"
kfz,"Koromfé"
ank,"Goemai"
ruz,"Ruma"
koh,"Koyo"
pdo,"Padoe"
kvd,"Kui"
fut,"Futuna-Aniwa"
wom,"Wom"
sor,"Soumraye"
gdx,"Godwari"
ttb,"Gaa"
iti,"Itneg, Inlaud"
tsp,"Toussian, Northern"
jkr,"Koro"
sct,"Katang, Southern"
laa,"Subanen, Southern"
auq,"Anus"
agy,"Alta, Southern"
tuq,"Tedaga"
acv,"Achumawi"
mbv,"Mbulungish"
orh,"Oroqen"
def,"Dezfuli"
gop,"Yeretuar"
nyg,"Nyindu"
liz,"Libinza"
tay,"Atayal"
dil,"Dilling"
mtf,"Murik"
jup,"Hupdë"
uuu,"U"
ncf,"Notsi"
hum,"Hungana"
vum,"Vumbu"
mfj,"Mefele"
afi,"Chini"
meh,"Mixtec, Southwestern Tlaxiaco"
tma,"Tama"
mkg,"Mak"
aik,"Akye"
ung,"Ngarinyin"
itt,"Itneg, Maeng"
akl,"Aklanon"
sti,"Stieng, Bulo"
gid,"Gidar"
ckl,"Kibaku"
spu,"Sapuan"
enn,"Engenni"
ebr,"Tchaman"
mcw,"Mawa"
ybe,"Yugur, West"
kni,"Kanufi"
kjr,"Kurudu"
bwm,"Biwat"
vra,"Vera’a"
duq,"Dusun Malang"
bpu,"Bongu"
mrz,"Marind"
sdh,"Kurdish, Southern"
cdn,"Chaudangsi"
vmp,"Mazatec, Soyaltepec"
zsm,"Malay, Standard"
szg,"Sengele"
yun,"Bena"
kcd,"Kanum, Ngkâlmpw"
ala,"Alago"
ywn,"Yawanawa"
